LGA_2021,Region,Year,Population Density
35300, Mount Isa,2007,0.473771164
35300, Mount Isa,2008,0.489097642
35300, Mount Isa,2009,0.494267468
35300, Mount Isa,2010,0.499368669
35300, Mount Isa,2011,0.505064629
35300, Mount Isa,2012,0.502296713
35300, Mount Isa,2013,0.499185666
35300, Mount Isa,2014,0.486352601
35300, Mount Isa,2015,0.470911746
35300, Mount Isa,2016,0.448493913
35300, Mount Isa,2017,0.443118208
35300, Mount Isa,2018,0.44051042
35300, Mount Isa,2019,0.438794769
35300, Mount Isa,2020,0.442660702
35300, Mount Isa,2021,0.439801284
54200, Kalamunda,2001,150.3041359
54200, Kalamunda,2002,151.2908894
54200, Kalamunda,2003,152.3886526
54200, Kalamunda,2004,153.8996188
54200, Kalamunda,2005,157.4241788
54200, Kalamunda,2006,158.5681961
54200, Kalamunda,2007,162.0742544
54200, Kalamunda,2008,165.0961869
54200, Kalamunda,2009,168.0163604
54200, Kalamunda,2010,171.3620713
54200, Kalamunda,2011,174.1989875
54200, Kalamunda,2012,177.82839
54200, Kalamunda,2013,180.7670651
54200, Kalamunda,2014,182.281115
54200, Kalamunda,2015,182.8515818
54200, Kalamunda,2016,182.5524722
54200, Kalamunda,2017,183.0951866
54200, Kalamunda,2018,183.5083896
54200, Kalamunda,2019,184.5136446
54200, Kalamunda,2020,186.4038942
54200, Kalamunda,2021,187.4924066
46970, Roxby Downs,2001,32.74866082
46970, Roxby Downs,2002,34.4051022
46970, Roxby Downs,2003,35.5727576
46970, Roxby Downs,2004,35.9257697
46970, Roxby Downs,2005,36.33309135
46970, Roxby Downs,2006,37.88996522
46970, Roxby Downs,2007,39.5554582
46970, Roxby Downs,2008,41.32957028
46970, Roxby Downs,2009,42.27093588
46970, Roxby Downs,2010,42.85928938
46970, Roxby Downs,2011,43.68298427
46970, Roxby Downs,2012,42.79592823
46970, Roxby Downs,2013,41.71878875
46970, Roxby Downs,2014,39.98993463
46970, Roxby Downs,2015,39.16623973
46970, Roxby Downs,2016,36.67705186
46970, Roxby Downs,2017,36.66800027
46970, Roxby Downs,2018,37.16583784
46970, Roxby Downs,2019,37.2201474
46970, Roxby Downs,2020,37.54600472
46970, Roxby Downs,2021,37.24730217
10650, Berrigan,2001,3.908731152
10650, Berrigan,2002,3.900502244
10650, Berrigan,2003,3.889369016
10650, Berrigan,2004,3.879203895
10650, Berrigan,2005,3.909215205
10650, Berrigan,2006,3.94987569
10650, Berrigan,2007,3.97117404
10650, Berrigan,2008,3.987147802
10650, Berrigan,2009,4.008930204
10650, Berrigan,2010,4.013286685
10650, Berrigan,2011,4.016191005
10650, Berrigan,2012,4.049106636
10650, Berrigan,2013,4.083474427
10650, Berrigan,2014,4.123650858
10650, Berrigan,2015,4.147369475
10650, Berrigan,2016,4.167215664
10650, Berrigan,2017,4.178348892
10650, Berrigan,2018,4.180769159
10650, Berrigan,2019,4.180285106
10650, Berrigan,2020,4.180285106
10650, Berrigan,2021,4.168667824
33800, Hinchinbrook,2001,4.336010306
33800, Hinchinbrook,2002,4.291125546
33800, Hinchinbrook,2003,4.276163959
33800, Hinchinbrook,2004,4.221661036
33800, Hinchinbrook,2005,4.208480591
33800, Hinchinbrook,2006,4.207055678
33800, Hinchinbrook,2007,4.211330417
33800, Hinchinbrook,2008,4.21275533
33800, Hinchinbrook,2009,4.213824014
33800, Hinchinbrook,2010,4.206343221
33800, Hinchinbrook,2011,4.209549275
33800, Hinchinbrook,2012,4.19031295
33800, Hinchinbrook,2013,4.136878712
33800, Hinchinbrook,2014,4.065276833
33800, Hinchinbrook,2015,3.982988106
33800, Hinchinbrook,2016,3.907111488
33800, Hinchinbrook,2017,3.901768064
33800, Hinchinbrook,2018,3.901055608
33800, Hinchinbrook,2019,3.883956651
33800, Hinchinbrook,2020,3.893574814
33800, Hinchinbrook,2021,3.915660966
18710, Yass Valley,2001,3.004242535
18710, Yass Valley,2002,3.09535604
18710, Yass Valley,2003,3.196982641
18710, Yass Valley,2004,3.268571823
18710, Yass Valley,2005,3.315880758
18710, Yass Valley,2006,3.37920965
18710, Yass Valley,2007,3.48333937
18710, Yass Valley,2008,3.581962229
18710, Yass Valley,2009,3.683088207
18710, Yass Valley,2010,3.811498174
18710, Yass Valley,2011,3.908619162
18710, Yass Valley,2012,3.956929345
18710, Yass Valley,2013,4.007492334
18710, Yass Valley,2014,4.052047839
18710, Yass Valley,2015,4.094100225
18710, Yass Valley,2016,4.147166332
18710, Yass Valley,2017,4.17019502
18710, Yass Valley,2018,4.199481504
18710, Yass Valley,2019,4.233774224
18710, Yass Valley,2020,4.270069439
18710, Yass Valley,2021,4.313874009
52100, Corrigin,2001,0.485590602
52100, Corrigin,2002,0.481861028
52100, Corrigin,2003,0.471418219
52100, Corrigin,2004,0.453889219
52100, Corrigin,2005,0.449040772
52100, Corrigin,2006,0.447548942
52100, Corrigin,2007,0.438597963
52100, Corrigin,2008,0.434495431
52100, Corrigin,2009,0.42740924
52100, Corrigin,2010,0.419950091
52100, Corrigin,2011,0.411745027
52100, Corrigin,2012,0.419204176
52100, Corrigin,2013,0.427782197
52100, Corrigin,2014,0.433003602
52100, Corrigin,2015,0.435614304
52100, Corrigin,2016,0.44493824
52100, Corrigin,2017,0.430392899
52100, Corrigin,2018,0.411372069
52100, Corrigin,2019,0.398318559
52100, Corrigin,2020,0.389740537
52100, Corrigin,2021,0.383400261
52380, Cue,2001,0.029155816
52380, Cue,2002,0.029155816
52380, Cue,2003,0.0276833
52380, Cue,2004,0.027462423
52380, Cue,2005,0.025916281
52380, Cue,2006,0.025180023
52380, Cue,2007,0.023560256
52380, Cue,2008,0.02260312
52380, Cue,2009,0.022308617
52380, Cue,2010,0.021130604
52380, Cue,2011,0.020541598
52380, Cue,2012,0.02032072
52380, Cue,2013,0.020026217
52380, Cue,2014,0.018480075
52380, Cue,2015,0.016639431
52380, Cue,2016,0.014651534
52380, Cue,2017,0.014283405
52380, Cue,2018,0.01332627
52380, Cue,2019,0.014283405
52380, Cue,2020,0.01524054
52380, Cue,2021,0.016786682
17040, Snowy Monaro Regional,2001,1.281916828
17040, Snowy Monaro Regional,2002,1.290555259
17040, Snowy Monaro Regional,2003,1.299721228
17040, Snowy Monaro Regional,2004,1.303150224
17040, Snowy Monaro Regional,2005,1.310008215
17040, Snowy Monaro Regional,2006,1.319372011
17040, Snowy Monaro Regional,2007,1.323658255
17040, Snowy Monaro Regional,2008,1.32853798
17040, Snowy Monaro Regional,2009,1.334736549
17040, Snowy Monaro Regional,2010,1.340935118
17040, Snowy Monaro Regional,2011,1.344298171
17040, Snowy Monaro Regional,2012,1.345419189
17040, Snowy Monaro Regional,2013,1.347397456
17040, Snowy Monaro Regional,2014,1.348782242
17040, Snowy Monaro Regional,2015,1.350035145
17040, Snowy Monaro Regional,2016,1.355640234
17040, Snowy Monaro Regional,2017,1.370279407
17040, Snowy Monaro Regional,2018,1.381489585
17040, Snowy Monaro Regional,2019,1.395337452
17040, Snowy Monaro Regional,2020,1.410833875
17040, Snowy Monaro Regional,2021,1.428242622
58260, Three Springs,2001,0.283811512
58260, Three Springs,2002,0.27891821
58260, Three Springs,2003,0.278541802
58260, Three Springs,2004,0.276659763
58260, Three Springs,2005,0.267625975
58260, Three Springs,2006,0.260850634
58260, Three Springs,2007,0.252946069
58260, Three Springs,2008,0.252569661
58260, Three Springs,2009,0.249558398
58260, Three Springs,2010,0.243159465
58260, Three Springs,2011,0.238266163
58260, Three Springs,2012,0.239771794
58260, Three Springs,2013,0.240148202
58260, Three Springs,2014,0.236007716
58260, Three Springs,2015,0.232996453
58260, Three Springs,2016,0.228855967
58260, Three Springs,2017,0.23186723
58260, Three Springs,2018,0.22659752
58260, Three Springs,2019,0.222080626
58260, Three Springs,2020,0.219445771
58260, Three Springs,2021,0.220951402
58400, Trayning,2001,0.23861372
58400, Trayning,2002,0.239219338
58400, Trayning,2003,0.244064287
58400, Trayning,2004,0.248303617
58400, Trayning,2005,0.24709238
58400, Trayning,2006,0.248303617
58400, Trayning,2007,0.239219338
58400, Trayning,2008,0.233163152
58400, Trayning,2009,0.224078874
58400, Trayning,2010,0.217417069
58400, Trayning,2011,0.214994595
58400, Trayning,2012,0.219233925
58400, Trayning,2013,0.2216564
58400, Trayning,2014,0.220445162
58400, Trayning,2015,0.216811451
58400, Trayning,2016,0.214388977
58400, Trayning,2017,0.208938409
58400, Trayning,2018,0.203487842
58400, Trayning,2019,0.200459749
58400, Trayning,2020,0.192586708
58400, Trayning,2021,0.185924903
18350, Wingecarribee,2001,15.7599918
18350, Wingecarribee,2002,15.98160739
18350, Wingecarribee,2003,16.08460658
18350, Wingecarribee,2004,16.11844386
18350, Wingecarribee,2005,16.13852313
18350, Wingecarribee,2006,16.1868621
18350, Wingecarribee,2007,16.38096166
18350, Wingecarribee,2008,16.5613032
18350, Wingecarribee,2009,16.79407394
18350, Wingecarribee,2010,17.01568953
18350, Wingecarribee,2011,17.15141048
18350, Wingecarribee,2012,17.27820732
18350, Wingecarribee,2013,17.46301093
18350, Wingecarribee,2014,17.65116107
18350, Wingecarribee,2015,17.90401107
18350, Wingecarribee,2016,18.2193299
18350, Wingecarribee,2017,18.5022988
18350, Wingecarribee,2018,18.77783093
18350, Wingecarribee,2019,19.04369527
18350, Wingecarribee,2020,19.30026365
18350, Wingecarribee,2021,19.50514652
11200, Brewarrina,2001,0.112096685
11200, Brewarrina,2002,0.110687649
11200, Brewarrina,2003,0.108443627
11200, Brewarrina,2004,0.106408352
11200, Brewarrina,2005,0.105886487
11200, Brewarrina,2006,0.104581824
11200, Brewarrina,2007,0.102337802
11200, Brewarrina,2008,0.101450631
11200, Brewarrina,2009,0.099154424
11200, Brewarrina,2010,0.09800632
11200, Brewarrina,2011,0.097797574
11200, Brewarrina,2012,0.095031687
11200, Brewarrina,2013,0.095501366
11200, Brewarrina,2014,0.093205158
11200, Brewarrina,2015,0.091952681
11200, Brewarrina,2016,0.089238981
11200, Brewarrina,2017,0.087777758
11200, Brewarrina,2018,0.085377177
11200, Brewarrina,2019,0.082976597
11200, Brewarrina,2020,0.079532285
11200, Brewarrina,2021,0.07765357
22170, Frankston,2001,874.2875088
22170, Frankston,2002,881.6641602
22170, Frankston,2003,891.0855946
22170, Frankston,2004,903.7478173
22170, Frankston,2005,914.5967418
22170, Frankston,2006,927.0814927
22170, Frankston,2007,942.7761672
22170, Frankston,2008,962.1205866
22170, Frankston,2009,981.8971111
22170, Frankston,2010,995.7862037
22170, Frankston,2011,1005.801783
22170, Frankston,2012,1020.030386
22170, Frankston,2013,1036.674149
22170, Frankston,2014,1050.794726
22170, Frankston,2015,1063.210032
22170, Frankston,2016,1076.420102
22170, Frankston,2017,1084.383182
22170, Frankston,2018,1091.188837
22170, Frankston,2019,1094.29845
22170, Frankston,2020,1095.571617
22170, Frankston,2021,1086.505126
65610, West Coast,2001,0.581413621
65610, West Coast,2002,0.56962257
65610, West Coast,2003,0.557414136
65610, West Coast,2004,0.552196857
65610, West Coast,2005,0.547292614
65610, West Coast,2006,0.545623084
65610, West Coast,2007,0.538110202
65610, West Coast,2008,0.537484129
65610, West Coast,2009,0.532892923
65610, West Coast,2010,0.527779989
65610, West Coast,2011,0.51024993
65610, West Coast,2012,0.495641547
65610, West Coast,2013,0.477172378
65610, West Coast,2014,0.458285827
65610, West Coast,2015,0.448581687
65610, West Coast,2016,0.439294929
65610, West Coast,2017,0.440129694
65610, West Coast,2018,0.446390429
65610, West Coast,2019,0.451607709
65610, West Coast,2020,0.454842422
65610, West Coast,2021,0.45630326
33960, Ipswich,2001,113.3000846
33960, Ipswich,2002,115.2948623
33960, Ipswich,2003,117.6077806
33960, Ipswich,2004,120.7827866
33960, Ipswich,2005,125.5411817
33960, Ipswich,2006,129.8031679
33960, Ipswich,2007,135.4227366
33960, Ipswich,2008,141.1776063
33960, Ipswich,2009,147.7927355
33960, Ipswich,2010,152.7933928
33960, Ipswich,2011,157.4247145
33960, Ipswich,2012,162.9236092
33960, Ipswich,2013,167.9270091
33960, Ipswich,2014,172.9614916
33960, Ipswich,2015,177.6046979
33960, Ipswich,2016,182.933552
33960, Ipswich,2017,188.007345
33960, Ipswich,2018,193.8774036
33960, Ipswich,2019,201.2065206
33960, Ipswich,2020,207.6296683
33960, Ipswich,2021,213.2839764
35670, Napranum,2001,0.391648791
35670, Napranum,2002,0.39863361
35670, Napranum,2003,0.408611923
35670, Napranum,2004,0.417093489
35670, Napranum,2005,0.427071802
35670, Napranum,2006,0.437050115
35670, Napranum,2007,0.439544694
35670, Napranum,2008,0.444034934
35670, Napranum,2009,0.449523007
35670, Napranum,2010,0.454013248
35670, Napranum,2011,0.453015416
35670, Napranum,2012,0.458503489
35670, Napranum,2013,0.460000235
35670, Napranum,2014,0.468481802
35670, Napranum,2015,0.478460115
35670, Napranum,2016,0.493427584
35670, Napranum,2017,0.48594385
35670, Napranum,2018,0.478460115
35670, Napranum,2019,0.47097638
35670, Napranum,2020,0.461496982
35670, Napranum,2021,0.452516501
46450, Port Pirie,2001,9.977794749
46450, Port Pirie,2002,10.00051286
46450, Port Pirie,2003,9.95962026
46450, Port Pirie,2004,9.947693251
46450, Port Pirie,2005,9.94542144
46450, Port Pirie,2006,9.968139552
46450, Port Pirie,2007,10.00164877
46450, Port Pirie,2008,10.00676034
46450, Port Pirie,2009,10.02436688
46450, Port Pirie,2010,10.04140546
46450, Port Pirie,2011,10.01130396
46450, Port Pirie,2012,10.06071586
46450, Port Pirie,2013,10.10558413
46450, Port Pirie,2014,10.14931649
46450, Port Pirie,2015,10.12432657
46450, Port Pirie,2016,10.09081736
46450, Port Pirie,2017,10.08627373
46450, Port Pirie,2018,10.07832239
46450, Port Pirie,2019,10.08854555
46450, Port Pirie,2020,10.09536098
46450, Port Pirie,2021,10.08343397
59250, Wiluna,2001,0.004975252
59250, Wiluna,2002,0.004831841
59250, Wiluna,2003,0.004693946
59250, Wiluna,2004,0.00447883
59250, Wiluna,2005,0.004236135
59250, Wiluna,2006,0.004054114
59250, Wiluna,2007,0.004456767
59250, Wiluna,2008,0.004931126
59250, Wiluna,2009,0.005565443
59250, Wiluna,2010,0.006039802
59250, Wiluna,2011,0.006607929
59250, Wiluna,2012,0.006481066
59250, Wiluna,2013,0.006238371
59250, Wiluna,2014,0.005626117
59250, Wiluna,2015,0.004931126
59250, Wiluna,2016,0.004230619
59250, Wiluna,2017,0.003894155
59250, Wiluna,2018,0.003629397
59250, Wiluna,2019,0.003370154
59250, Wiluna,2020,0.003243291
59250, Wiluna,2021,0.003144006
10050, Albury,2001,148.0997492
10050, Albury,2002,149.9025319
10050, Albury,2003,151.093481
10050, Albury,2004,152.1568284
10050, Albury,2005,153.7894755
10050, Albury,2006,155.6282485
10050, Albury,2007,157.5062836
10050, Albury,2008,158.7430383
10050, Albury,2009,159.7115024
10050, Albury,2010,161.0464123
10050, Albury,2011,161.7956632
10050, Albury,2012,162.8884572
10050, Albury,2013,164.6977836
10050, Albury,2014,166.831022
10050, Albury,2015,168.4538537
10050, Albury,2016,170.6950627
10050, Albury,2017,173.4826687
10050, Albury,2018,176.2113817
10050, Albury,2019,178.5343867
10050, Albury,2020,181.0962359
10050, Albury,2021,183.3407168
23270, Hume,2001,268.2292783
23270, Hume,2002,273.6019218
23270, Hume,2003,279.8359349
23270, Hume,2004,286.8836842
23270, Hume,2005,295.8407363
23270, Hume,2006,303.2596287
23270, Hume,2007,312.6255337
23270, Hume,2008,321.253122
23270, Hume,2009,330.9087964
23270, Hume,2010,339.2922639
23270, Hume,2011,345.9172672
23270, Hume,2012,355.6662237
23270, Hume,2013,366.9215844
23270, Hume,2014,379.6337314
23270, Hume,2015,393.3243465
23270, Hume,2016,410.9189106
23270, Hume,2017,428.9719456
23270, Hume,2018,447.2095597
23270, Hume,2019,466.5903739
23270, Hume,2020,482.7876935
23270, Hume,2021,489.9287246
12900, Forbes,2001,2.136247677
12900, Forbes,2002,2.122023011
12900, Forbes,2003,2.103339867
12900, Forbes,2004,2.068733589
12900, Forbes,2005,2.040284256
12900, Forbes,2006,2.025422664
12900, Forbes,2007,2.032428843
12900, Forbes,2008,2.022450345
12900, Forbes,2009,2.03009345
12900, Forbes,2010,2.015868783
12900, Forbes,2011,2.010348763
12900, Forbes,2012,2.023087271
12900, Forbes,2013,2.039859639
12900, Forbes,2014,2.0589674
12900, Forbes,2015,2.070007439
12900, Forbes,2016,2.084232106
12900, Forbes,2017,2.063638186
12900, Forbes,2018,2.049625828
12900, Forbes,2019,2.033065768
12900, Forbes,2020,2.01353339
12900, Forbes,2021,1.992090236
44340, Mitcham,2001,820.8157063
44340, Mitcham,2002,824.7073337
44340, Mitcham,2003,831.2860373
44340, Mitcham,2004,833.4701139
44340, Mitcham,2005,837.4279255
44340, Mitcham,2006,842.8682618
44340, Mitcham,2007,847.3820202
44340, Mitcham,2008,850.4926747
44340, Mitcham,2009,856.1315635
44340, Mitcham,2010,858.7392186
44340, Mitcham,2011,860.3805853
44340, Mitcham,2012,865.2120275
44340, Mitcham,2013,868.9183394
44340, Mitcham,2014,873.4453345
44340, Mitcham,2015,876.7015942
44340, Mitcham,2016,880.0108013
44340, Mitcham,2017,885.4114271
44340, Mitcham,2018,892.651972
44340, Mitcham,2019,897.3113355
44340, Mitcham,2020,903.96946
44340, Mitcham,2021,902.4869353
27170, Wodonga,2001,73.81950342
27170, Wodonga,2002,75.01349301
27170, Wodonga,2003,76.20055422
27170, Wodonga,2004,77.43149514
27170, Wodonga,2005,77.59084771
27170, Wodonga,2006,77.5862288
27170, Wodonga,2007,78.14511754
27170, Wodonga,2008,78.88414398
27170, Wodonga,2009,80.03194442
27170, Wodonga,2010,81.49383109
27170, Wodonga,2011,83.19821082
27170, Wodonga,2012,84.89104325
27170, Wodonga,2013,86.77787013
27170, Wodonga,2014,88.61157948
27170, Wodonga,2015,90.58385629
27170, Wodonga,2016,92.60925062
27170, Wodonga,2017,94.25589391
27170, Wodonga,2018,95.84018184
27170, Wodonga,2019,97.06188492
27170, Wodonga,2020,98.35518119
27170, Wodonga,2021,99.72930847
31750, Bulloo,2001,0.006104012
31750, Bulloo,2002,0.006036189
31750, Bulloo,2003,0.005819158
31750, Bulloo,2004,0.005656384
31750, Bulloo,2005,0.005385095
31750, Bulloo,2006,0.005154499
31750, Bulloo,2007,0.005005289
31750, Bulloo,2008,0.005140934
31750, Bulloo,2009,0.005290143
31750, Bulloo,2010,0.00549361
31750, Bulloo,2011,0.005669948
31750, Bulloo,2012,0.005561433
31750, Bulloo,2013,0.00537153
31750, Bulloo,2014,0.005263014
31750, Bulloo,2015,0.005045983
31750, Bulloo,2016,0.004828951
